,English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
12934,snarling,ringhioso,0,1,1,0,0,0,0,0,0,0
12935,snicker,risatina,1,0,0,0,0,0,0,0,0,0
12936,snide,maligno,0,1,0,0,0,0,0,0,0,0
12937,snippet,frammento,0,0,0,0,0,0,0,0,0,0
12938,snob,snob,0,1,0,0,0,0,0,0,0,0
12939,snort,sbuffo,0,0,0,0,0,0,0,1,0,0
12940,snout,grugno,0,0,0,0,0,0,0,0,0,0
12941,snowball,palla di neve,0,0,0,0,0,0,0,0,0,0
12942,soaking,ammollo,0,0,0,0,0,0,0,0,0,0
12943,sob,,0,1,0,0,0,0,0,1,0,0
12944,socialism,socialismo,0,0,0,0,1,1,0,0,0,0
12945,socialist,socialista,0,1,1,0,1,1,0,1,0,0
12946,socket,presa di corrente,0,0,0,0,0,0,0,0,0,0
12947,softening,rammollimento,0,0,0,0,0,0,0,0,0,0
12948,soiled,sporco,0,1,0,0,1,0,0,0,0,0
12949,sojourn,soggiorno,0,0,0,0,0,0,0,0,0,0
12950,solder,saldare,0,0,0,0,0,0,0,0,0,0
12951,soldering,saldatura,0,0,0,0,0,0,0,0,0,0
12952,solicitation,sollecitazione,0,0,0,0,0,0,0,0,0,0
12953,solicitor,avvocato,0,0,0,0,0,0,0,0,0,0
12954,solidification,consolidamento,0,0,0,0,0,0,0,0,0,0
12955,solidified,solidificato,0,0,0,0,0,0,0,0,0,0
12956,solidify,solidificare,0,0,0,0,0,0,0,0,0,0
12957,solidity,solidità,1,0,0,0,0,0,0,0,0,1
12958,solubility,solubilità,0,0,0,0,0,0,0,0,0,0
12959,soluble,solubile,0,0,0,0,0,0,0,0,0,0
12960,solvency,solvibilità,1,0,0,0,0,0,0,0,0,0
12961,solvent,solvente,0,0,0,0,0,0,0,0,0,0
12962,somatic,somatico,0,1,0,0,0,0,0,0,1,0
12963,somber,tetro,0,1,0,0,0,0,0,1,0,0
12964,sonnet,sonetto,1,0,0,0,0,0,1,1,0,0
12965,soothe,lenire,1,0,0,0,0,0,0,0,0,0
12966,sophomore,fagiolo,0,0,0,0,0,0,0,0,0,0
12967,soprano,soprano,0,0,0,0,0,0,0,0,0,0
12968,sorcerer,stregone,0,0,0,0,0,0,0,0,0,0
12969,sordid,sordido,0,1,1,0,1,1,0,1,0,0
12970,sorely,dolorosamente,0,1,0,0,0,0,0,1,0,0
12971,sorghum,saggina,0,0,0,0,0,0,0,0,0,0
12972,sorority,comunità di donne,0,0,0,0,0,0,0,0,0,0
12973,sorrowful,dolente,0,1,0,0,0,0,0,1,0,0
12974,sorter,,1,0,0,0,0,0,0,0,0,0
12975,sortie,,0,1,0,0,0,1,0,0,0,0
12976,soulmate,anima gemella,0,1,0,0,0,1,0,0,0,0
12977,soundness,solidità,1,0,0,1,0,0,1,0,0,1
12978,souvenir,,0,0,0,0,0,0,0,0,0,0
12979,sovereign,sovrano,0,0,0,0,0,0,0,0,0,1
12980,sovereignty,sovranità,0,0,0,0,0,0,0,0,0,0
12981,spacious,spazioso,1,0,0,0,0,0,0,0,0,0
12982,spaniel,spaniel,1,0,0,0,0,0,1,0,0,1
12983,spar,,0,0,0,0,0,0,0,0,0,0
12984,sparring,sparring,0,0,0,0,0,0,0,0,0,0
12985,sparse,scarso,0,0,0,0,0,0,0,0,0,0
12986,spasm,spasmo,0,1,0,0,0,1,0,0,0,0
12987,spatula,spatola,0,0,0,0,0,0,0,0,0,0
12988,specialist,specialista,0,0,0,0,0,0,0,0,0,1
12989,speciality,specialità,0,0,0,0,0,0,0,0,0,0
12990,specialize,specializzarsi,0,0,0,0,0,0,0,0,0,1
12991,specially,appositamente,0,0,0,0,0,0,0,0,0,0
12992,specie,,1,0,0,0,0,0,0,0,0,0
12993,species,specie,0,0,0,0,0,0,0,0,0,0
12994,speckled,maculato,0,0,0,0,0,0,0,0,0,0
12995,spectacle,,1,1,0,0,0,0,0,0,0,0
12996,spectacles,,0,0,0,0,0,0,0,0,0,0
12997,spectacular,spettacolare,0,0,0,1,0,0,0,0,1,0
12998,spectator,spettatore,0,0,0,0,0,0,0,0,0,0
12999,spectral,spettrale,0,1,0,0,0,0,0,0,0,0
13000,spectrometer,spettrometro,0,0,0,0,0,0,0,0,0,0
13001,spectrophotometer,spettrofotometro,0,0,0,0,0,0,0,0,0,0
13002,spectroscopy,spettroscopia,0,0,0,0,0,0,0,0,0,0
13003,spectrum,spettro,0,0,0,0,0,0,0,0,0,0
13004,speculation,speculazione,0,1,0,0,0,1,0,1,0,0
13005,speculative,speculativo,0,0,0,1,0,0,0,0,0,0
13006,speculum,specchio,0,0,0,0,0,0,0,0,0,0
13007,speechless,muto,0,0,0,0,0,0,0,0,0,0
13008,speedometer,tachimetro,0,0,0,0,0,0,0,0,0,0
13009,speedway,autostrada,0,0,0,0,0,0,0,0,0,0
13010,spencer,spencer,0,0,0,0,0,0,0,0,0,0
13011,spew,vomitare,0,0,0,0,1,0,0,0,0,0
13012,sphinx,sfinge,0,0,0,0,0,0,0,0,0,0
13013,spigot,zipolo,0,0,0,0,0,0,0,0,0,0
13014,spiked,spillo,0,0,0,0,0,0,0,0,0,0
13015,spinal,spinale,0,0,0,0,0,0,0,0,0,0
13016,spinster,zitella,0,1,0,0,0,1,0,1,0,0
13017,spiny,coperto di spine,0,0,0,0,0,0,0,0,0,0
13018,spiral,spirale,0,0,0,0,0,0,0,0,0,0
13019,spire,guglia,0,0,0,0,0,0,0,0,0,0
13020,spirituality,spiritualità,0,0,0,0,0,0,0,0,0,0
13021,spline,linguetta,0,0,0,0,0,0,0,0,0,0
13022,splint,stecca,0,0,0,0,0,0,0,0,0,0
13023,splinter,scheggia,0,1,0,0,0,0,0,0,0,0
13024,spoiler,spoiler,0,1,0,0,0,0,0,1,0,0
13025,spoiling,rovinarvi,0,0,0,0,0,0,0,0,0,0
13026,spoken,verbale,0,0,0,0,0,0,0,0,0,0
13027,spokesman,portavoce,0,0,0,0,0,0,0,0,0,1
13028,spongy,spugnoso,0,0,0,0,0,0,0,0,0,0
13029,sponsor,sponsor,1,0,0,0,0,0,0,0,0,1
13030,sponsorship,sponsorizzazione,0,0,0,0,0,0,0,0,0,0
13031,spoof,parodia,0,0,0,0,0,0,0,0,0,0
13032,sporadic,sporadico,0,0,0,0,0,0,0,0,0,0
13033,spotty,macchiato,0,0,0,0,0,0,0,0,0,0
13034,spousal,sponsale,0,0,0,0,0,0,0,0,0,0
13035,spout,becco,0,0,0,0,0,0,0,0,0,0
13036,spree,baldoria,0,1,0,0,0,0,0,0,0,0
13037,sprinkling,aspersione,0,0,0,0,0,0,0,0,0,0
13038,sprite,folletto,0,1,0,0,0,1,0,0,0,0
13039,sprout,germoglio,0,0,0,0,0,0,0,0,0,0
13040,spruce,abete rosso,1,0,0,0,0,0,0,0,0,0
13041,spurious,spuria,0,1,0,0,1,0,0,0,0,0
13042,spurred,spronato,0,0,0,0,0,0,0,0,0,0
13043,spurt,,0,0,0,0,0,0,0,0,0,0
13044,squad,squadra,0,0,0,0,0,0,0,0,0,0
13045,squadron,squadrone,0,0,0,0,0,0,0,0,0,0
13046,squall,burrasca,0,1,0,0,0,1,0,1,0,0
13047,squamous,squamose,0,0,0,0,0,0,0,0,0,0
13048,squatter,occupante abusivo,0,1,0,0,0,0,0,0,0,0
13049,squeak,squittio,0,0,0,0,0,0,0,0,0,0
13050,squeamish,schizzinoso,0,1,0,0,1,1,0,0,0,0
13051,squelch,schiacciare,0,1,1,0,1,0,0,0,0,0
13052,squint,strabico,0,0,0,0,0,0,0,0,0,0
13053,squire,possidente,0,0,0,0,0,0,0,0,0,0
13054,squirt,schizzare,0,0,0,0,0,0,0,0,0,0
13055,stability,stabilità,0,0,0,0,0,0,0,0,0,0
13056,staccato,,1,0,0,0,0,0,0,0,0,0
13057,stagger,barcollare,0,0,0,0,0,0,0,0,1,0
13058,staggering,barcollante,0,1,0,0,0,0,0,0,0,0
13059,stagnant,stagnante,0,1,0,0,0,0,0,1,0,0
13060,stale,,0,1,0,0,0,0,0,0,0,0
13061,stalemate,stallo,0,0,1,0,1,0,0,0,0,0
13062,stalwart,coraggioso,1,0,0,0,0,0,0,0,0,0
13063,stamina,resistenza,1,0,0,0,0,0,0,0,0,1
13064,standardize,standardizzare,0,0,0,0,0,0,0,0,0,0
13065,standstill,arresto,0,1,1,0,0,0,0,0,0,0
13066,stanza,,0,0,0,0,0,0,0,0,0,0
13067,starboard,dritta,0,0,0,0,0,0,0,0,0,0
13068,stark,,0,1,0,0,0,0,0,0,0,1
13069,starlight,luce stellare,1,0,0,0,0,0,0,0,0,0
13070,starved,starved,0,1,0,0,0,0,0,0,0,0
13071,stateroom,cabina,0,0,0,0,0,0,0,0,0,0
13072,statesman,statista,0,0,0,0,0,0,0,0,0,0
13073,statics,statica,0,0,0,0,0,0,0,0,0,0
13074,statistical,statistico,0,0,0,0,0,0,0,0,0,1
13075,statistician,esperto di statistica,0,0,0,0,0,0,0,0,0,0
13076,stator,statore,0,0,0,0,0,0,0,0,0,0
13077,statuary,statuario,0,0,0,0,0,0,0,0,0,0
13078,statuette,,0,0,0,0,0,0,0,0,0,0
13079,stature,statura,0,0,0,0,0,0,0,0,0,0
13080,status,stato,1,0,0,0,0,0,0,0,0,0
13081,statute,statuto,0,0,0,0,0,0,0,0,0,0
13082,statutory,statutario,0,0,0,0,0,0,0,0,0,0
13083,stave,,0,1,0,0,0,0,0,0,0,0
13084,stealing,furto,0,1,0,0,1,1,0,0,0,0
13085,stealthily,furtivamente,0,0,0,0,0,0,0,0,1,0
13086,stealthy,furtivo,0,1,0,1,0,1,0,0,1,0
13087,steamboat,battello a vapore,0,0,0,0,0,0,0,0,0,0
13088,steamer,piroscafo,0,0,0,0,0,0,0,0,0,0
13089,steamroller,travolgere,0,0,0,0,0,0,0,0,0,0
13090,steamship,piroscafo,0,0,0,0,0,0,0,0,0,0
13091,steeple,campanile,0,0,0,0,0,0,0,0,0,0
13092,stellar,stellare,1,0,0,0,0,0,0,0,0,0
13093,steppe,steppa,0,0,0,0,0,0,0,0,0,0
13094,stereoscopic,stereoscopico,0,0,0,0,0,0,0,0,0,0
13095,stereotype,stereotipo,0,1,0,0,0,0,0,0,0,0
13096,stereotyped,stereotipato,0,1,0,0,0,0,0,0,0,0
13097,sterile,sterile,0,1,0,0,0,0,0,1,0,0
13098,sterility,sterilità,0,1,0,0,0,0,0,0,0,0
13099,stern,poppa,0,1,0,0,0,0,0,0,0,0
13100,stethoscope,stetoscopio,0,0,0,0,0,0,0,0,0,0
13101,steward,steward,1,0,0,0,0,0,0,0,0,1
13102,stewardship,amministrazione,0,0,0,0,0,0,0,0,0,0
13103,sticking,adesivo,0,0,0,0,0,0,0,0,0,0
13104,stifle,soffocare,0,1,0,0,0,0,0,0,0,0
13105,stifled,soffocato,0,1,1,0,0,1,0,1,0,0
13106,stigma,stigma,0,1,1,0,1,1,0,1,0,0
13107,stiletto,stiletto,0,0,0,0,0,0,0,0,0,0
13108,stillborn,nato morto,0,1,0,0,0,0,0,1,0,0
13109,stilts,trampoli,0,0,0,0,0,0,0,0,0,0
13110,stimulant,stimolante,0,0,0,0,0,0,0,0,0,0
13111,stimulus,stimolo,0,0,0,0,0,0,0,0,0,0
13112,stinging,pungente,0,1,0,0,0,0,0,0,0,0
13113,stingy,avaro,0,1,1,0,1,1,0,1,0,0
13114,stinking,puzzolente,0,1,0,0,1,0,0,0,0,0
13115,stint,lesinare,0,1,0,0,0,1,0,1,0,0
13116,stipulate,stipulare,0,0,0,0,0,0,0,0,0,0
13117,stipulation,stipulazione,0,0,0,0,0,0,0,0,0,0
13118,stockbroker,agente di cambio,0,0,0,0,0,0,0,0,0,0
13119,stools,sgabelli,0,1,0,0,1,0,0,0,0,0
13120,stopper,tappo,0,0,0,0,0,0,0,0,0,0
13121,storehouse,magazzino,0,0,0,0,0,0,0,0,0,0
13122,stormy,tempestoso,0,1,0,0,0,1,0,0,0,0
13123,stout,corpulento,0,0,0,0,0,0,0,0,0,0
13124,stow,stivare,0,0,0,0,0,0,0,0,0,0
13125,straddle,straddle,0,0,0,0,0,0,0,0,0,0
13126,straightforward,schietto,1,0,0,0,0,0,0,0,0,1
13127,straightway,subito,0,0,0,0,0,0,0,0,0,0
13128,straits,stretto,0,1,0,0,0,1,0,0,0,0
13129,strangle,strangolare,0,1,1,0,1,1,0,1,1,0
13130,strata,strati,0,0,0,0,0,0,0,0,0,0
13131,strategic,strategico,1,0,0,0,0,0,0,0,0,0
13132,strategist,stratega,1,0,0,1,0,0,0,0,0,1
13133,stratification,stratificazione,0,0,0,0,0,0,0,0,0,0
13134,stratum,strato,0,0,0,0,0,0,0,0,0,0
13135,stratus,strato,0,0,0,0,0,0,0,0,0,0
13136,streaked,striato,0,0,0,0,0,0,0,0,0,0
13137,streamer,stella filante,0,0,0,0,0,0,0,0,0,0
13138,stride,passo,0,0,0,0,0,0,0,0,0,0
13139,stripped,nudo,0,1,1,1,1,1,0,1,0,0
13140,strobe,strobo,0,0,0,0,0,0,0,0,0,0
13141,stronghold,roccaforte,0,0,0,0,0,0,0,0,0,0
13142,structural,strutturale,0,0,0,0,0,0,0,0,0,1
13143,strut,pavoneggiarsi,0,1,0,0,0,0,0,0,0,0
13144,stubble,stoppia,0,0,0,0,0,0,0,0,0,0
13145,stubbornness,testardaggine,0,0,0,0,0,0,0,0,0,0
13146,studded,tempestato,0,0,0,0,0,0,0,0,0,0
13147,stunned,stordito,0,1,0,0,0,1,0,0,1,0
13148,stunted,rachitico,0,1,0,0,0,0,0,0,0,0
13149,stupendous,stupendo,0,0,0,0,0,0,0,0,0,0
13150,stupidity,stupidità,0,1,0,0,0,0,0,0,0,0
13151,sturgeon,storione,0,0,0,0,0,0,0,0,0,0
13152,stylish,elegante,0,0,0,0,0,0,0,0,0,0
13153,subatomic,subatomica,0,0,0,0,0,0,0,0,0,0
13154,subcommittee,sottocomitato,0,0,0,0,0,0,0,0,0,0
13155,subconscious,subconscio,0,0,0,0,0,0,0,0,0,0
13156,subcutaneous,sottocutaneo,0,0,0,0,0,0,0,0,0,0
13157,subdivide,suddividere,0,0,0,0,0,0,0,0,0,0
13158,subdivision,suddivisione,0,0,0,0,0,0,0,0,0,0
13159,subduction,subduzione,0,0,0,0,0,0,0,0,0,0
13160,subdue,sottomettere,0,1,0,0,0,0,0,0,0,0
13161,subjected,sottoposto,0,1,0,0,0,0,0,1,0,0
13162,subjection,soggezione,0,1,0,0,0,0,0,0,0,0
13163,subjugation,soggiogazione,0,1,1,0,1,1,0,1,0,0
13164,sublimation,sublimazione,1,0,0,0,0,0,1,0,0,0
13165,subliminal,subliminale,0,0,0,0,0,0,0,0,0,0
13166,submarine,sottomarino,0,0,0,0,0,0,0,0,0,0
13167,submerged,sommerso,0,0,0,0,0,0,0,0,0,0
13168,subordinate,subordinare,0,1,0,0,0,1,0,0,0,0
13169,subordination,subordinazione,0,0,0,0,0,0,0,0,0,0
13170,subplot,subplot,0,0,0,0,0,0,0,0,0,0
13171,subpoena,citazione,0,1,0,0,0,0,0,0,0,0
13172,subsequence,sotto sequenza,0,0,0,0,0,0,0,0,0,0
13173,subset,sottoinsieme,0,0,0,0,0,0,0,0,0,0
13174,subside,placarsi,0,0,0,0,0,0,0,0,0,0
13175,subsidence,cedimento,0,1,0,0,0,0,0,1,0,0
13176,subsidiary,filiale,0,0,0,0,0,0,0,0,0,0
13177,subsidize,sovvenzionare,0,0,0,0,0,0,0,0,0,0
13178,subsistence,sussistenza,0,0,0,0,0,0,0,0,0,0
13179,subsoil,sottosuolo,0,0,0,0,0,0,0,0,0,0
13180,substantiate,convalidare,0,0,0,0,0,0,0,0,0,1
13181,substantive,sostanziale,1,0,0,0,0,0,0,0,0,0
13182,substituted,sostituito,0,0,0,0,0,0,0,0,0,0
13183,substitution,sostituzione,0,0,0,0,0,0,0,0,0,0
13184,substructure,fondazioni,0,0,0,0,0,0,0,0,0,0
13185,subterranean,sotterraneo,0,0,0,0,0,0,0,0,0,0
13186,subtype,sottotipo,0,0,0,0,0,0,0,0,0,0
13187,suburb,sobborgo,0,0,0,0,0,0,0,0,0,0
13188,suburban,suburbano,0,0,0,0,0,0,0,0,0,0
13189,suburbs,periferia,0,0,0,0,0,0,0,0,0,0
13190,subversion,sovversione,0,1,1,0,0,1,0,0,0,0
13191,subversive,sovversivo,0,1,1,0,0,0,0,0,1,0
13192,subvert,sovvertire,0,1,0,0,1,1,0,1,0,0
13193,succeeding,successivo,1,0,0,1,0,0,1,0,0,1
13194,successive,successivo,0,0,0,0,0,0,0,0,0,0
13195,succinct,succinto,1,0,0,0,0,0,0,0,0,0
13196,succulent,succulento,1,1,0,0,0,0,0,0,0,0
13197,succumb,soccombere,0,1,0,0,0,0,0,0,0,0
13198,suckling,lattante,0,0,0,0,0,0,0,0,0,0
13199,suction,aspirazione,0,0,0,0,0,0,0,0,0,0
13200,sue,,0,1,1,0,0,0,0,1,0,0
13201,sufferer,malato,0,1,0,0,0,1,0,1,0,0
13202,sufficiency,sufficienza,1,0,0,0,0,0,0,0,0,0
13203,sufficiently,sufficientemente,0,0,0,0,0,0,0,0,0,0
13204,suffocation,soffocamento,0,1,1,0,0,1,0,0,0,0
13205,suggestive,suggestivo,0,0,0,0,0,0,0,0,0,0
13206,suicidal,suicida,0,1,1,0,1,1,0,1,0,0
13207,suicide,suicidio,0,1,1,0,0,1,0,1,0,0
13208,suite,,0,0,0,0,0,0,0,0,0,0
13209,suitor,corteggiatore,0,0,0,0,0,0,0,0,0,0
13210,sullen,scontroso,0,1,1,0,0,0,0,1,0,0
13211,sulphur,zolfo,0,0,0,0,0,0,0,0,0,0
13212,sultan,,0,0,0,0,0,1,0,0,0,0
13213,summarily,sommariamente,0,0,0,0,0,0,0,0,0,0
13214,summation,somma,0,0,0,0,0,0,0,0,0,0
13215,sump,carter,0,0,0,0,1,0,0,0,0,0
13216,sumptuous,sontuoso,0,0,0,0,0,0,0,0,0,0
13217,sunbeam,raggio di sole,0,0,0,0,0,0,0,0,0,0
13218,sundial,meridiana,0,0,0,1,0,0,0,0,0,1
13219,sundry,diversi,0,0,0,0,0,0,0,0,0,0
13220,sunless,senza sole,0,0,0,0,0,0,0,0,0,0
13221,superannuation,pensione,0,0,0,0,0,0,0,0,0,0
13222,superhuman,sovrumano,1,0,0,0,0,0,0,0,0,0
13223,superimposed,sovrapposto,0,0,0,0,0,0,0,0,0,0
13224,superintendent,sovrintendente,0,0,0,0,0,0,0,0,0,0
13225,superiority,superiorità,1,0,0,0,0,0,0,0,0,0
13226,superlative,superlativo,0,0,0,0,0,0,0,0,0,0
13227,supernatant,surnatante,0,0,0,0,0,0,0,0,0,0
13228,supernatural,soprannaturale,0,0,0,0,0,0,0,0,0,0
13229,superstar,superstar,1,0,0,0,0,0,1,0,0,1
13230,superstition,superstizione,1,1,0,0,0,1,0,0,0,0
13231,superstitious,superstizioso,0,1,0,1,0,1,0,0,0,0
13232,supervise,sorvegliare,0,0,0,0,0,0,0,0,0,0
13233,supervision,supervisione,0,0,0,0,0,0,0,0,0,0
13234,supplant,soppiantare,0,0,0,0,0,0,0,0,0,0
13235,supple,flessibile,0,0,0,0,0,0,0,0,0,0
13236,supplemental,supplementare,0,0,0,0,0,0,0,0,0,0
13237,supplementary,integrativo,0,0,0,0,0,0,0,0,0,0
13238,supplication,supplica,1,0,0,0,0,0,0,0,0,1
13239,supporter,sostenitore,1,0,0,0,0,0,1,0,0,1
13240,supposing,ammesso che,0,0,0,0,0,0,0,0,0,0
13241,supposition,supposizione,0,0,0,0,0,0,0,0,0,0
13242,suppress,reprimere,0,1,1,0,0,1,0,1,0,0
13243,suppression,repressione,0,1,1,0,1,1,0,0,0,0
13244,supremacy,supremazia,1,1,1,1,0,1,1,0,1,1
13245,supremely,supremamente,1,0,0,0,0,0,0,0,0,0
13246,surety,garanzia,1,0,0,0,0,0,0,0,0,1
13247,surmise,congetturare,1,0,0,0,0,0,0,0,0,0
13248,surpassing,superando,1,0,0,0,0,0,0,0,0,0
13249,surrendering,arrendersi,0,1,0,0,0,0,0,1,0,0
13250,surrounding,circostante,0,0,0,0,0,0,0,0,0,0
13251,surroundings,dintorni,0,0,0,0,0,0,0,0,0,0
13252,surveying,agrimensura,1,0,0,0,0,0,0,0,0,0
13253,surveyor,perito,0,0,0,0,0,0,0,0,0,0
13254,survival,sopravvivenza,0,0,0,0,0,0,0,0,0,0
13255,survive,sopravvivere,1,0,0,0,0,0,0,0,0,0
13256,surviving,sopravvivendo,0,0,0,0,0,0,0,0,0,0
13257,susceptibility,suscettibilità,0,0,0,0,0,0,0,0,0,0
13258,suspend,sospendere,0,0,0,0,0,0,0,0,0,0
13259,suspenders,giarrettiere,0,0,0,0,0,0,0,0,0,0
13260,suspicions,sospetti,0,0,0,0,0,0,0,0,0,0
13261,sustenance,sostentamento,0,0,0,0,0,0,0,0,0,0
13262,suture,suturare,0,0,0,0,0,0,0,0,0,0
13263,swagger,pavoneggiarsi,0,0,0,0,0,0,0,0,0,0
13264,swan,cigno,0,0,0,0,0,0,0,0,0,0
13265,swastika,svastica,0,1,1,0,0,1,0,0,0,0
13266,swearing,giuramento,0,0,0,0,0,0,0,0,0,0
13267,sweeping,radicale,0,0,0,0,0,0,0,0,0,0
13268,sweetened,zuccherato,0,0,0,0,0,0,0,0,0,0
13269,sweetener,dolcificante,0,0,0,0,0,0,0,0,0,0
13270,sweetness,dolcezza,1,0,0,0,0,0,0,0,0,0
13271,sweltering,soffocante,0,0,0,0,0,0,0,0,0,0
13272,swiftly,rapidamente,0,0,0,0,0,0,0,0,0,0
13273,swig,sorsata,0,1,0,0,1,0,0,0,0,0
13274,swine,suino,0,1,0,0,1,0,0,0,0,0
13275,swinging,oscillante,0,0,0,0,0,0,0,0,0,0
13276,swish,fruscio,0,0,0,0,0,0,0,0,0,0
13277,swivel,perno,0,0,0,0,0,0,0,0,0,0
13278,swoon,svenire,0,0,0,0,0,0,0,0,0,0
13279,syllable,sillaba,0,0,0,0,0,0,0,0,0,0
13280,syllabus,programma,0,0,0,0,0,0,0,0,0,0
13281,symbolic,simbolico,1,0,0,0,0,0,0,0,0,0
13282,symbolically,simbolicamente,0,0,0,0,0,0,0,0,0,0
13283,symbolism,simbolismo,0,0,0,0,0,0,0,0,0,0
13284,symbolize,simboleggiare,0,0,0,0,0,0,0,0,0,0
13285,symmetric,simmetrico,0,0,0,0,0,0,0,0,0,0
13286,symmetrical,simmetrico,1,0,0,0,0,0,0,0,0,0
13287,sympathize,simpatizzare,0,0,0,0,0,0,0,1,0,0
13288,symptomatic,sintomatico,0,0,0,0,0,0,0,0,0,0
13289,synagogue,sinagoga,0,0,0,0,0,0,0,0,0,0
13290,synchronize,sincronizzare,1,0,0,1,0,0,1,0,1,1
13291,synchronous,sincrono,0,0,0,0,0,0,0,0,0,0
13292,syncope,sincope,0,1,0,0,0,1,0,1,1,0
13293,syndicate,sindacato,0,0,0,0,0,0,0,0,0,0
13294,synergistic,sinergico,1,0,0,0,0,0,0,0,0,1
13295,synod,sinodo,1,0,0,0,0,0,0,0,0,1
13296,synopsis,sinossi,0,0,0,0,0,0,0,0,0,0
13297,synoptic,sinottica,0,0,0,0,0,0,0,0,0,0
13298,synthesis,sintesi,0,0,0,0,0,0,0,0,0,0
13299,syringe,siringa,0,0,0,0,0,1,0,0,0,0
13300,systematic,sistematico,0,0,0,0,0,0,0,0,0,0
13301,systematically,sistematicamente,0,0,0,0,0,0,0,0,0,0
13302,tabernacle,tabernacolo,0,0,0,0,0,0,0,0,0,0
13303,tableau,,0,0,0,0,0,0,0,0,0,0
13304,taboo,tabù,0,1,0,0,1,1,0,0,0,0
13305,tabular,di tabella,0,0,0,0,0,0,0,0,0,0
13306,tabulate,disporre in tabelle,0,0,0,1,0,0,0,0,0,0
13307,tabulation,tabulazione,0,0,0,0,0,0,0,0,0,0
13308,tachometer,tachimetro,0,0,0,0,0,0,0,0,0,0
13309,tacit,tacito,0,0,0,0,0,0,0,0,0,0
13310,tackling,affronto,0,0,0,0,0,0,0,0,0,0
13311,tact,tatto,1,0,0,0,0,0,0,0,0,0
13312,tactics,tattica,0,0,0,0,0,1,0,0,0,1
13313,tactile,,0,0,0,0,0,0,0,0,0,0
13314,taffeta,taffettà,0,0,0,0,0,0,0,0,0,0
13315,taffy,caramella mou,0,0,0,0,0,0,0,0,0,0
13316,tailed,dalla coda,0,0,0,0,0,0,0,0,0,0
13317,tailings,sterili,0,0,0,0,0,0,0,0,0,0
13318,tailoring,sartoria,0,0,0,0,0,0,0,0,0,0
13319,taint,macchia,0,1,0,0,0,0,0,1,0,0
13320,talker,parlatore,0,0,0,0,0,0,0,0,0,0
13321,tallies,conteggi,0,0,0,0,0,0,0,0,0,0
13322,tallow,sego,0,0,0,0,0,0,0,0,0,0
13323,tally,conteggio,0,0,0,0,0,0,0,0,0,0
13324,talons,,0,1,1,0,0,1,0,0,0,0
13325,taming,addomesticamento,0,0,0,0,0,0,0,0,0,0
13326,tandem,tandem,0,0,0,0,0,0,0,0,0,1
13327,tang,,0,0,0,0,0,0,0,0,0,0
13328,tangle,groviglio,0,0,0,0,0,0,0,0,0,0
13329,tangled,ingarbugliato,0,1,0,0,0,0,0,0,0,0
13330,tantalizing,allettante,1,1,0,1,0,0,1,0,1,0
13331,taper,rastremazione,0,0,0,0,0,0,0,0,0,0
13332,tapering,affusolato,0,0,0,0,0,0,0,0,0,0
13333,target,bersaglio,0,0,0,0,0,0,0,0,0,0
13334,tariff,tariffa,0,1,1,0,1,0,0,0,0,0
13335,tarnish,offuscare,0,1,0,0,1,0,0,1,0,0
13336,tarry,tardare,0,1,0,0,0,0,0,0,0,0
13337,tartan,tartan,0,0,0,0,0,0,0,0,0,0
13338,tartar,tartaro,0,0,0,0,0,0,0,0,0,0
13339,tassel,nappa,0,0,0,0,0,0,0,0,0,0
13340,tasteful,raffinato,1,0,0,0,0,0,0,0,0,0
13341,tasteless,insapore,0,1,0,0,1,0,0,0,0,0
13342,tasting,degustazione,0,0,0,0,0,0,0,0,0,0
13343,taught,insegnato,0,0,0,0,0,0,0,0,0,1
13344,tavern,taverna,0,0,0,0,0,0,0,0,0,0
13345,tawny,fulvo,0,0,0,0,1,0,0,0,0,0
13346,taxicab,taxi,0,0,0,0,0,0,0,0,0,0
13347,taxonomy,tassonomia,0,0,0,0,0,0,0,0,0,0
13348,tearful,in lacrime,0,0,0,0,1,1,0,1,0,0
13349,teat,tettarella,0,0,0,0,0,0,0,0,0,0
13350,technicality,tecnicità,0,0,0,0,0,0,0,0,0,0
13351,tedium,tedio,0,1,0,0,0,0,0,0,0,0
13352,teens,adolescenti,1,1,0,0,0,0,0,0,0,0
13353,telegram,telegramma,0,0,0,0,0,0,0,0,0,0
13354,telescope,telescopio,0,0,0,0,0,0,0,0,0,0
13355,telescopic,telescopico,0,0,0,0,0,0,0,0,0,0
13356,tempera,,0,0,0,0,0,0,0,0,0,0
13357,temperament,temperamento,0,0,0,0,0,0,0,0,0,0
13358,temperance,temperanza,1,0,0,0,0,0,0,0,0,0
13359,temperate,temperato,0,0,0,0,0,0,0,0,0,1
13360,tempest,tempesta,0,1,1,1,0,1,0,1,1,0
13361,temporal,temporale,0,0,0,0,0,0,0,0,0,0
13362,temptation,tentazione,0,1,0,0,0,0,0,0,0,0
13363,tempting,allettante,0,0,0,0,0,0,0,0,0,0
13364,tenable,sostenibile,1,0,0,0,0,0,0,0,0,0
13365,tenacity,tenacia,1,0,0,0,0,0,0,0,0,0
13366,tenancy,locazione,1,0,0,0,0,0,0,0,0,0
13367,tendency,tendenza,0,0,0,0,0,0,0,0,0,0
